title,summary,authors,published,link
A Survey of Augmented Reality Navigation,"Navigation has been a popular area of research in both academia and industry.
Combined with maps, and different localization technologies, navigation systems
have become robust and more usable. By combining navigation with augmented
reality, it can be improved further to become realistic and user friendly. This
paper surveys existing researches carried out in this area, describes existing
techniques for building augmented reality navigation systems, and the problems
faced.",['Gaurav Bhorkar'],2017-08-16T09:40:53Z,http://arxiv.org/abs/1708.05006v1
"Use of augmented and virtual reality tools in a general secondary
  education institution in the context of blended learning","The study examines the problem of using augmented and virtual reality in the
process of blended learning in general secondary education. The study analyzes
the meaning of the concept of ""blended learning"". The conceptual principles of
blended learning are considered. The definition of augmented and virtual
reality is given. The mixed reality is considered as a separate kind of notion.
Separate applications of virtual and augmented reality that can be used in the
process of blended learning are considered. As a result of the study, the
authors propose possible ways to use augmented reality in the educational
process. The model of using augmented and virtual reality in blended learning
in general secondary education institutions was designed. It consists of the
following blocks: goal; teacher's activity; forms of education; teaching
methods; teaching aids; organizational forms of education; pupil activity and
results. Based on the model, the methodology of using augmented and virtual
reality in blended learning in general secondary education was developed. The
methodology contains the following components: target component, content
component, technological component and resultant component. The methodology is
quite universal and can be used for any subject in general secondary education.
The types of lessons in which it is expedient to use augmented (AR) and virtual
reality(VR) are determined. Recommendations are given at which stage of the
lesson it is better to use AR and VR tools (depending on the type of lesson).","['Valentyna Kovalenko', 'Maiia Marienko', 'Alisa Sukhikh']",2022-01-13T16:54:36Z,http://arxiv.org/abs/2201.07003v1
Augmented Reality in Astrophysics,"Augmented Reality consists of merging live images with virtual layers of
information. The rapid growth in the popularity of smartphones and tablets over
recent years has provided a large base of potential users of Augmented Reality
technology, and virtual layers of information can now be attached to a wide
variety of physical objects. In this article, we explore the potential of
Augmented Reality for astrophysical research with two distinct experiments: (1)
Augmented Posters and (2) Augmented Articles. We demonstrate that the emerging
technology of Augmented Reality can already be used and implemented without
expert knowledge using currently available apps. Our experiments highlight the
potential of Augmented Reality to improve the communication of scientific
results in the field of astrophysics. We also present feedback gathered from
the Australian astrophysics community that reveals evidence of some interest in
this technology by astronomers who experimented with Augmented Posters. In
addition, we discuss possible future trends for Augmented Reality applications
in astrophysics, and explore the current limitations associated with the
technology. This Augmented Article, the first of its kind, is designed to allow
the reader to directly experiment with this technology.","['Frédéric P. A. Vogt', 'Luke J. Shingles']",2013-05-23T20:00:00Z,http://arxiv.org/abs/1305.5534v1
InAR:Inverse Augmented Reality,"Augmented reality is the art to seamlessly fuse virtual objects into real
ones. In this short note, we address the opposite problem, the inverse
augmented reality, that is, given a perfectly augmented reality scene where
human is unable to distinguish real objects from virtual ones, how the machine
could help do the job. We show by structure from motion (SFM), a simple 3D
reconstruction technique from images in computer vision, the real and virtual
objects can be easily separated in the reconstructed 3D scene.","['Hao Hu', 'Hainan Cui']",2015-08-11T14:17:28Z,http://arxiv.org/abs/1508.02606v1
Preprint ARPPS Augmented Reality Pipeline Prospect System,"This is the preprint version of our paper on ICONIP. Outdoor augmented
reality geographic information system (ARGIS) is the hot application of
augmented reality over recent years. This paper concludes the key solutions of
ARGIS, designs the mobile augmented reality pipeline prospect system (ARPPS),
and respectively realizes the machine vision based pipeline prospect system
(MVBPPS) and the sensor based pipeline prospect system (SBPPS). With the
MVBPPS's realization, this paper studies the neural network based 3D features
matching method.","['Xiaolei Zhang', 'Yong Han', 'DongSheng Hao', 'Zhihan Lv']",2015-08-18T08:18:55Z,http://arxiv.org/abs/1508.04238v1
Vision-based Pose Estimation for Augmented Reality : A Comparison Study,"Augmented reality aims to enrich our real world by inserting 3D virtual
objects. In order to accomplish this goal, it is important that virtual
elements are rendered and aligned in the real scene in an accurate and visually
acceptable way. The solution of this problem can be related to a pose
estimation and 3D camera localization. This paper presents a survey on
different approaches of 3D pose estimation in augmented reality and gives
classification of key-points-based techniques. The study given in this paper
may help both developers and researchers in the field of augmented reality.","['Hayet Belghit', 'Abdelkader Bellarbi', 'Nadia Zenati', 'Samir Otmane']",2018-06-25T08:01:45Z,http://arxiv.org/abs/1806.09316v1
Augmented Reality for Education: A Review,"Augmented Reality, or simply AR, is the incorporation of information in
digital format that includes live footage of a certain user's real-time
environment. Also now, various universities are using Augmented Reality.
Applying the technology in the education sector can result in having a smart
campus. In line with that, this paper will discuss how Augmented Reality is
being used now in different learning areas.",['Carlo H. Godoy Jr'],2021-08-07T17:27:13Z,http://arxiv.org/abs/2109.02386v1
The Cloud Technologies and Augmented Reality: the Prospects of Use,"The article discusses the prospects of the augmented reality using as a
component of a cloud-based environment. The research goals are the next: to
explore the possibility of the augmented reality using with the involvement of
the cloud-based environment components. The research objectives are the next:
to consider the notion of augmented reality; to analyze the experience the
augmented reality using within the cloud environment / system; to outline the
prospects of the augmented reality using in educational institutions; to
consider the technical conditions of the augmented reality use. The object of
research is: the educational process in educational institutions of Ukraine of
different levels of accreditation. The subject of research is: the educational
process in a cloud-based environment in educational institutions of Ukraine.
The research methods used are the next: analysis of scientific publications,
observations. The results of the research are the next: on the basis of the
analysis of scientific works, it has been established that the experience of
the augmented reality using in the systems based on cloud technologies already
exists. However, the success of such a combination has not yet been proven.
Currently, laboratory tests are known, while the experiment was not carried out
under natural conditions in control and experimental groups. It is revealed
that the attraction of the augmented reality for the educators requires the
development of new methodologies, didactic materials, updating and updating of
the curriculum. The main conclusions and recommendations: the main principles
of augmented reality use in the learning process are: designing of the
environment that is flexible enough, attention should be paid to the teaching
and didactic issues; adjusting the educational content for mastering the
material provided by the curriculum.","['Maiia V. Popel', 'Mariya P. Shyshkina']",2018-07-05T12:42:24Z,http://arxiv.org/abs/1807.01966v2
"Immercity: a curation content application in Virtual and Augmented
  reality","When working with emergent and appealing technologies as Virtual Reality,
Mixed Reality and Augmented Reality, the issue of definitions appear very
often. Indeed, our experience with various publics allows us to notice that
technology definitions pose ambiguity and representation problems for informed
as well as novice users. In this paper we present Immercity, a content curation
system designed in the context of a collaboration between the University of
Montpellier and CapGemi-ni, to deliver a technology watch. It is also used as a
testbed for our experiences with Virtual, Mixed and Augmented reality to
explore new interaction techniques and devices, artificial intelligence
integration, visual affordances, performance , etc. But another, very
interesting goal appeared: use Immercity to communicate about Virtual, Mixed
and Augmented Reality by using them as a support.","['Jean-Daniel Taupiac', 'Nancy Rodriguez', 'Olivier Strauss']",2018-10-24T06:23:46Z,http://arxiv.org/abs/1810.10206v1
"The Potential of Using Google Expeditions and Google Lens Tools under
  STEM-education in Ukraine","The expediency of using the augmented reality in the case of using of
STEM-education in Ukraine is shown. The features of the augmented reality and
its classification are described. The possibilities of using the Google
Expeditions and Google Lens as platforms of the augmented reality is analyzed.
A comparison, analysis, synthesis, induction and deduction was carried out to
study the potential of using augmented reality platforms in the educational
process. Main haracteristics of Google Expeditions and Google Lens are
described. There determined that augmented reality tools can improve students
motivation to learn and correspond to trends of STEM-education. However, there
problems of using of augmented reality platforms, such as the lack of awareness
of this system by teachers, the lack of guidance, the absence of the
Ukrainian-language interface and responding of educational programs of the
Ministry of Education and Science of Ukraine. There proposed to involve
methodical and pedagogical specialists to development of methodical provision
of the tools of augmented reality.","['Yevhenii B. Shapovalov', 'Zhanna I. Bilyk', 'Artem I. Atamas', 'Viktor B. Shapovalov', 'Aleksandr D. Uchitel']",2018-08-08T05:46:18Z,http://arxiv.org/abs/1808.06465v3
"Visions of augmented reality in popular culture: Power and (un)readable
  identities when the world becomes a screen","Augmented reality, where digital objects are overlaid and combined with the
ordinary visual surface, is a technology under rapid development, which has
long been a part of visions of the digital future. In this article, I examine
how gaze and power are coded into three pop-cultural visions of augmented
reality. By analyzing representations of augmented reality in science fiction
through the lens of feminist theory on performativity and intelligibility,
visibility and race, gendered gaze, and algorithmic normativity, this paper
provides a critical understanding of augmented reality as a visual technology,
and how it might change or reinforce possible norms and power relations. In
these futures where the screen no longer has any boundaries, both cooperative
and reluctant bodies are inscribed with gendered and racialized digital
markers. Reading visions of augmented reality through feminist theory, I argue
that augmented reality technologies enter into assemblages of people,
discourses, and technologies, where none of the actors necessarily has an
overview. In these assemblages, augmented reality takes on a performative and
norm-bearing role, by forming a grid of intelligibility that codifies
identities, structures hierarchical relationships, and scripts social
interactions.",['Marianne Gunderson'],2023-06-07T13:49:49Z,http://arxiv.org/abs/2306.04434v2
eCAR: edge-assisted Collaborative Augmented Reality Framework,"We propose a novel edge-assisted multi-user collaborative augmented reality
framework in a large indoor environment. In Collaborative Augmented Reality,
data communication that synchronizes virtual objects has large network traffic
and high network latency. Due to drift, CAR applications without continuous
data communication for coordinate system alignment have virtual object
inconsistency. In addition, synchronization messages for online virtual object
updates have high latency as the number of collaborative devices increases. To
solve this problem, we implement the CAR framework, called eCAR, which utilizes
edge computing to continuously match the device's coordinate system with less
network traffic. Furthermore, we extend the co-visibility graph of the edge
server to maintain virtual object spatial-temporal consistency in neighboring
devices by synchronizing a local graph. We evaluate the system quantitatively
and qualitatively in the public dataset and a physical indoor environment. eCAR
communicates data for coordinate system alignment between the edge server and
devices with less network traffic and latency. In addition, collaborative
augmented reality synchronization algorithms quickly and accurately host and
resolve virtual objects. The proposed system continuously aligns coordinate
systems to multiple devices in a large indoor environment and shares augmented
reality content. Through our system, users interact with virtual objects and
share augmented reality experiences with neighboring users.","['Jinwoo Jeon', 'Woontack Woo']",2024-05-11T02:07:33Z,http://arxiv.org/abs/2405.06872v1
"Immersed in Reality Secured by Design -- A Comprehensive Analysis of
  Security Measures in AR/VR Environments","Virtual reality and related technologies such as mixed and augmented reality
have received extensive coverage in both mainstream and fringe media outlets.
When the subject goes to a new AR headset, another AR device, or AR glasses,
the talk swiftly shifts to the technical and design details. Unfortunately, no
one seemed to care about security. Data theft and other forms of cyberattack
pose serious threats to virtual reality systems. Virtual reality goggles are
just specialist versions of computers or Internet of Things devices, whereas
virtual reality experiences are software packages. As a result, AR systems are
just as vulnerable as any other Internet of Things (IoT) device we use on a
daily basis, such as computers, tablets, and phones. Preventing and responding
to common cybersecurity threats and assaults is crucial. Cybercriminals can
exploit virtual reality headsets just like any other computer system. This
paper analysis the data breach induced by these assaults could result in a
variety of concerns, including but not limited to identity theft, the
unauthorized acquisition of personal information or network credentials, damage
to hardware and software, and so on. Augmented reality (AR) allows for
real-time monitoring and visualization of network activity, system logs, and
security alerts. This allows security professionals to immediately identify
threats, monitor suspicious activities, and fix any issues that develop. This
data can be displayed in an aesthetically pleasing and intuitively structured
format using augmented reality interfaces, enabling for faster analysis and
decision-making.","['Sameer Chauhan', 'Luv Sachdeva']",2024-01-30T21:24:52Z,http://arxiv.org/abs/2404.16839v1
"All Reality: Virtual, Augmented, Mixed (X), Mediated (X,Y), and
  Multimediated Reality","The contributions of this paper are: (1) a taxonomy of the ""Realities""
(Virtual, Augmented, Mixed, Mediated, etc.), and (2) some new kinds of
""reality"" that come from nature itself, i.e. that expand our notion beyond
synthetic realities to include also phenomenological realities.
  VR (Virtual Reality) replaces the real world with a simulated experience
(virtual world). AR (Augmented Reality) allows a virtual world to be
experienced while also experiencing the real world at the same time. Mixed
Reality provides blends that interpolate between real and virtual worlds in
various proportions, along a ""Virtuality"" axis, and extrapolate to an ""X-axis"".
Mediated Reality goes a step further by mixing/blending and also modifying
reality. This modifying of reality introduces a second axis. Mediated Reality
is useful as a seeing aid (e.g. modifying reality to make it easier to
understand), and for psychology experiments like Stratton's 1896 upside-down
eyeglasses experiment.
  We propose Multimediated Reality as a multidimensional multisensory mediated
reality that includes not just interactive multimedia-based reality for our
five senses, but also includes additional senses (like sensory sonar, sensory
radar, etc.), as well as our human actions/actuators. These extra senses are
mapped to our human senses using synthetic synesthesia. This allows us to
directly experience real (but otherwise invisible) phenomena, such as wave
propagation and wave interference patterns, so that we can see radio waves and
sound waves and how they interact with objects and each other. Multimediated
reality is multidimensional, multimodal, multisensory, and multiscale. It is
also multidisciplinary, in that we must consider not just the user, but also
how the technology affects others, e.g. how its physical appearance affects
social situations.","['Steve Mann', 'Tom Furness', 'Yu Yuan', 'Jay Iorio', 'Zixin Wang']",2018-04-20T15:40:39Z,http://arxiv.org/abs/1804.08386v1
Preserving History through Augmented Reality,"Extended reality can weave together the fabric of the past, present, and
future. A two-day design hackathon was held to bring the community together
through a love for history and a common goal to use technology for good.
Through interviewing an influential community elder, Emile Pitre, and
referencing his book Revolution to Evolution, my team developed an augmented
reality artifact to tell his story and preserve on revolutionary's legacy that
impacted the University of Washington's history forever.",['Annie Yang'],2024-04-20T01:41:53Z,http://arxiv.org/abs/2404.13229v1
"Affordance Analysis of Virtual and Augmented Reality Mediated
  Communication","Virtual and augmented reality communication platforms are seen as promising
modalities for next-generation remote face-to-face interactions. Our study
attempts to explore non-verbal communication features in relation to their
conversation context for virtual and augmented reality mediated communication
settings. We perform a series of user experiments, triggering nine conversation
tasks in 4 settings, each containing corresponding non-verbal communication
features. Our results indicate that conversation types which involve less
emotional engagement are more likely to be acceptable in virtual reality and
augmented reality settings with low-fidelity avatar representation, compared to
scenarios that involve high emotional engagement or intellectually difficult
discussions. We further systematically analyze and rank the impact of
low-fidelity representation of micro-expressions, body scale, head pose, and
hand gesture in affecting the user experience in one-on-one conversations, and
validate that preserving micro-expression cues plays the most effective role in
improving bi-directional conversations in future virtual and augmented reality
settings.","['Mohammad Keshavarzi', 'Michael Wu', 'Michael N. Chin', 'Robert N. Chin', 'Allen Y. Yang']",2019-04-09T15:07:51Z,http://arxiv.org/abs/1904.04723v1
"Personalization of learning using adaptive technologies and augmented
  reality","The research is aimed at developing the recommendations for educators on
using adaptive technologies and augmented reality in personalized learning
implementation. The latest educational technologies related to learning
personalization and the adaptation of its content to the individual needs of
students and group work are considered. The current state of research is
described, the trends of development are determined. Due to a detailed analysis
of scientific works, a retrospective of the development of adaptive and, in
particular, cloud-oriented systems is shown. The preconditions of their
appearance and development, the main scientific ideas that contributed to this
are analyzed. The analysis showed that the scientists point to four possible
types of semantic interaction of augmented reality and adaptive technologies.
The adaptive cloud-based educational systems design is considered as the
promising trend of research. It was determined that adaptability can be
manifested in one or a combination of several aspects: content, evaluation and
consistency. The cloud technology is taken as a platform for integrating
adaptive learning with augmented reality as the effective modern tools to
personalize learning. The prospects of the adaptive cloud-based systems design
in the context of teachers training are evaluated. The essence and place of
assistive technologies in adaptive learning systems design are defined. It is
shown that augmented reality can be successfully applied in inclusive
education. The ways of combining adaptive systems and augmented reality tools
to support the process of teachers training are considered. The recommendations
on the use of adaptive cloud-based systems in teacher education are given.","['Maiia Marienko', 'Yulia Nosenko', 'Mariya Shyshkina']",2020-11-08T21:34:05Z,http://arxiv.org/abs/2011.05802v1
"Virtualization of Classical Reality: Limits and Possibilities in
  Physical Simulation","This study explores the virtualization of classical reality and aims to
establish a clear framework to determine the limits and possibilities of
virtual reality. It addresses two primary questions: whether an observer's
senses can perceive a different reality through appropriate equipment, and
whether it is possible to simulate a reality without the laws of physics. As
virtual and augmented reality are increasingly used in various fields, it is
crucial to provide well-founded responses to these inquiries. Understanding the
limitations and achievability of virtual reality is essential for creating
realistic environments in education, entertainment, and other domains.
Additionally, considering the role of physics and scientific rigor in virtual
contexts is important. The study presents a theoretical framework divided into
three sections: Methods, Results, and Discussion. The Methods section explains
the nature of computers and their ability to create perceived virtual reality.
The Results section introduces the theoretical framework, emphasizing
observable simulation and interactive simulation and highlighting their
distinctions. Finally, the Discussion section builds upon the theoretical
foundation to provide comprehensive insights and answers to the research
questions. This study enhances our understanding of the boundaries and
possibilities of virtual reality, offering concrete answers and valuable
knowledge for the development and application of virtual reality in various
domains.",['Francesco Sisini'],2023-06-12T08:36:13Z,http://arxiv.org/abs/2306.07955v1
Multi-layer Visualization for Medical Mixed Reality,"Medical Mixed Reality helps surgeons to contextualize intraoperative data
with video of the surgical scene. Nonetheless, the surgical scene and
anatomical target are often occluded by surgical instruments and surgeon hands.
In this paper and to our knowledge, we propose a multi-layer visualization in
Medical Mixed Reality solution which subtly improves a surgeon's visualization
by making transparent the occluding objects. As an example scenario, we use an
augmented reality C-arm fluoroscope device. A video image is created using a
volumetric-based image synthesization technique and stereo-RGBD cameras mounted
on the C-arm. From this synthesized view, the background which is occluded by
the surgical instruments and surgeon hands is recovered by modifying the
volumetric-based image synthesization technique. The occluding objects can,
therefore, become transparent over the surgical scene. Experimentation with
different augmented reality scenarios yield results demonstrating that the
background of the surgical scenes can be recovered with accuracy between
45%-99%. In conclusion, we presented a solution that a Mixed Reality solution
for medicine, providing transparency to objects occluding the surgical scene.
This work is also the first application of volumetric field for Diminished
Reality/ Mixed Reality.","['Séverine Habert', 'Ma Meng', 'Pascal Fallavollita', 'Nassir Navab']",2017-09-26T12:13:01Z,http://arxiv.org/abs/1709.08962v1
"Integrative Object and Pose to Task Detection for an
  Augmented-Reality-based Human Assistance System using Neural Networks","As a result of an increasingly automatized and digitized industry, processes
are becoming more complex. Augmented Reality has shown considerable potential
in assisting workers with complex tasks by enhancing user understanding and
experience with spatial information. However, the acceptance and integration of
AR into industrial processes is still limited due to the lack of established
methods and tedious integration efforts. Meanwhile, deep neural networks have
achieved remarkable results in computer vision tasks and bear great prospects
to enrich Augmented Reality applications . In this paper, we propose an
Augmented-Reality-based human assistance system to assist workers in complex
manual tasks where we incorporate deep neural networks for computer vision
tasks. More specifically, we combine Augmented Reality with object and action
detectors to make workflows more intuitive and flexible. To evaluate our system
in terms of user acceptance and efficiency, we conducted several user studies.
We found a significant reduction in time to task completion in untrained
workers and a decrease in error rate. Furthermore, we investigated the users
learning curve with our assistance system.","['Linh Kästner', 'Leon Eversberg', 'Marina Mursa', 'Jens Lambrecht']",2020-08-31T08:24:06Z,http://arxiv.org/abs/2008.13419v1
Mixed Reality Interaction Techniques,"This chapter gives an overview of interaction techniques for mixed reality
including augmented and virtual reality (AR/VR). Various modalities for input
and output are discussed. Specifically, techniques for tangible and
surface-based interaction, gesture-based, pen-based, gaze-based, keyboard and
mouse-based, as well as haptic interaction are discussed. Furthermore, the
combination of multiple modalities in multisensory and multimodal interaction,
as well as interaction using multiple physical or virtual displays, are
presented. Finally, interaction with intelligent virtual agents is considered.",['Jens Grubert'],2021-03-10T10:47:10Z,http://arxiv.org/abs/2103.05984v1
"Beyond the Screen: Reshaping the Workplace with Virtual and Augmented
  Reality","Although extended reality technologies have enjoyed an explosion in
popularity in recent years, few applications are effectively used outside the
entertainment or academic contexts. This work consists of a literature review
regarding the effective integration of such technologies in the workplace. It
aims to provide an updated view of how they are being used in that context.
First, we examine existing research concerning virtual, augmented, and
mixed-reality applications. We also analyze which have made their way to the
workflows of companies and institutions. Furthermore, we circumscribe the
aspects of extended reality technologies that determined this applicability.","['Nuno Verdelho Trindade', 'Alfredo Ferreira', 'João Madeiras Pereira']",2023-12-01T08:05:22Z,http://arxiv.org/abs/2312.00408v1
