title,summary,authors,published,link,category
"Questionnaires and Qualitative Feedback Methods to Measure User
  Experience in Mixed Reality","Evaluating the user experience of a software system is an essential final
step of every research. Several concepts such as flow, affective state,
presences, or immersion exist to measure user experience. Typical measurement
techniques analyze physiological data, gameplay data, and questionnaires.
Qualitative feedback methods are another approach to collect detailed user
insights. In this position paper, we will discuss how we used questionnaires
and qualitative feedback methods in previous mixed reality work to measure user
experience. We will present several measurement examples, discuss their current
limitations, and provide guideline propositions to support comparable mixed
reality user experience research in the future.","['Tobias Drey', 'Michael Rietzler', 'Enrico Rukzio']",2021-04-13T14:15:16Z,http://arxiv.org/abs/2104.06221v1,['cs.HC']
Mixed Reality: The Interface of the Future,"The world is slowly moving towards everything being simulated digitally and
virtually. Mixed Reality (MR) is the amalgam of the real world with virtual
stimuli. It has great prospects in the future in terms of various applications
additionally with some challenges. This paper focuses on how Mixed Reality
could be used in the future along with the challenges that could arise. Several
application areas along with the potential benefits are studied in this
research. Three research questions are proposed, analyzed, and concluded
through the experiments. While the availability of MR devices could introduce a
lot of potential, specific challenges need to be scrutinized by the developers
and manufacturers. Overall, MR technology has a chance to enhance personalized,
supportive, and interactive experiences for human lives.",['Dipesh Gyawali'],2023-09-02T04:12:30Z,http://arxiv.org/abs/2309.00819v1,['cs.HC']
Transreality puzzle as new genres of entertainment technology,"The author considers a class of mechatronic puzzles falling in the
mixed-reality category, present examples of such devices, and propose a way to
categorize them. Close relationships of such devices with the Tangible User
Interface are described. The device designed by the author as an illustration
of a mixed reality puzzle is presented.",['Ilya V Osipov'],2017-05-10T23:22:43Z,http://arxiv.org/abs/1705.03973v1,['cs.HC']
Experiencing avatar direction in low cost theatrical mixed reality setup,"We introduce the setup and programming framework of AvatarStaging theatrical
mixed reality experiment. We focus on a configuration addressing movement
issues between physical and 3D digital spaces from performers and directors'
points of view. We propose 3 practical exercises.","['Georges Gagneré', 'Cédric Plessiet']",2023-03-13T10:34:05Z,http://arxiv.org/abs/2303.06984v1,['cs.GR']
Mixed Reality Serious Games: The Therapist Perspective,"The objective of this paper is to present a Mixed Reality System (MRS) for
rehabilitation of the upper limb after stroke. The system answers the following
challenges: (i) increase motivation of patients by making the training a
personalized experience; (ii) take into account patients' impairments by
offering intuitive and easy to use interaction modalities; (iii) make it
possible to therapists to track patient's activities and to evaluate/track
their progress; (iv) open opportunities for telemedicine and tele
rehabilitation; (v) and provide an economically acceptable system by reducing
both equipment and management costs. In order to test this system a pilot study
has been conducted in conjunction with a French hospital in order to understand
the potential and benefits of mixed reality. The pilot involved 3 therapists
who 'played the role' of patients. Three sessions, one using conventional
rehabilitation, another using an ad hoc developed game on a PC, and another
using a mixed reality version of the same game were held. Results have shown
the MRS and the PC game to be accepted more than physical rehabilitation.","['Ines Di Loreto Ines', 'Abdelkader Gouaïch']",2010-11-06T12:58:05Z,http://arxiv.org/abs/1011.1560v1,['cs.HC']
"Using Socially Expressive Mixed Reality Arms for Enhancing
  Low-Expressivity Robots","Expressivity--the use of multiple modalities to convey internal state and
intent of a robot--is critical for interaction. Yet, due to cost, safety, and
other constraints, many robots lack high degrees of physical expressivity. This
paper explores using mixed reality to enhance a robot with limited expressivity
by adding virtual arms that extend the robot's expressiveness. The arms,
capable of a range of non-physically-constrained gestures, were evaluated in a
between-subject study ($n=34$) where participants engaged in a mixed reality
mathematics task with a socially assistive robot. The study results indicate
that the virtual arms added a higher degree of perceived emotion, helpfulness,
and physical presence to the robot. Users who reported a higher perceived
physical presence also found the robot to have a higher degree of social
presence, ease of use, usefulness, and had a positive attitude toward using the
robot with mixed reality. The results also demonstrate the users' ability to
distinguish the virtual gestures' valence and intent.","['Thomas R. Groechel', 'Zhonghao Shi', 'Roxanna Pakkar', 'Maja J. Matarić']",2019-11-21T19:23:04Z,http://arxiv.org/abs/1911.09713v2,"['cs.RO', 'cs.HC']"
"Spatial Computing and Intuitive Interaction: Bringing Mixed Reality and
  Robotics Together","Spatial computing -- the ability of devices to be aware of their surroundings
and to represent this digitally -- offers novel capabilities in human-robot
interaction. In particular, the combination of spatial computing and egocentric
sensing on mixed reality devices enables them to capture and understand human
actions and translate these to actions with spatial meaning, which offers
exciting new possibilities for collaboration between humans and robots. This
paper presents several human-robot systems that utilize these capabilities to
enable novel robot use cases: mission planning for inspection, gesture-based
control, and immersive teleoperation. These works demonstrate the power of
mixed reality as a tool for human-robot interaction, and the potential of
spatial computing and mixed reality to drive the future of human-robot
interaction.","['Jeffrey Delmerico', 'Roi Poranne', 'Federica Bogo', 'Helen Oleynikova', 'Eric Vollenweider', 'Stelian Coros', 'Juan Nieto', 'Marc Pollefeys']",2022-02-03T10:04:26Z,http://arxiv.org/abs/2202.01493v1,"['cs.RO', 'cs.CV', 'cs.HC']"
"The AR/VR Technology Stack: A Central Repository of Software Development
  Libraries, Platforms, and Tools","A comprehensive repository of software development libraries, platforms, and
tools specifically to the domains of augmented, virtual, and mixed reality.",['Jasmine Roberts'],2023-05-13T05:50:26Z,http://arxiv.org/abs/2305.07842v1,['cs.SE']
Literature Review of Mixed Reality Research,"In the global context, while mixed reality has been an emerging concept for
years, recent technological and scientific advancements have now made it poised
to revolutionize industries and daily life by offering enhanced functionalities
and improved services. Besides reviewing the highly cited papers in the last 20
years among over a thousand research papers on mixed reality, this systematic
review provides the state-of-the-art applications and utilities of the mixed
reality by primarily scrutinizing the associated papers in 2022 and 2023.
Focusing on the potentials that this technology have in providing digitally
supported simulations and other utilities in the era of large language models,
highlighting the potential and limitations of the innovative solutions and also
bringing focus to emerging research directions, such as telemedicine, remote
control and optimization of direct volume rendering. The paper's associated
repository is publicly accessible at https://aizierjiang.github.io/mr.",['Aizierjiang Aiersilan'],2023-11-29T13:53:13Z,http://arxiv.org/abs/2312.02995v2,"['cs.HC', 'cs.GR']"
"Towards Mixed Reality as the Everyday Computing Paradigm: Challenges &
  Design Recommendations","This research presents a proof-of-concept prototype of an all-in-one mixed
reality application platform, developed to investigate the needs and
expectations of users from mixed reality systems. The study involved an
extensive user study with 1,052 participants, including the collection of
diaries from 6 users and conducting interviews with 15 participants to gain
deeper insights into their experiences. The findings from the interviews
revealed that directly porting current user flows into 3D environments was not
well-received by the target users. Instead, users expressed a clear preference
for alternative 3D interactions along with the continued use of 2D interfaces.
This study provides insights for understanding user preferences and
interactions in mixed reality systems, and design recommendations to facilitate
the mass adoption of MR systems.","['Amir Reza Asadi', 'Reza Hemadi']",2024-02-25T03:37:32Z,http://arxiv.org/abs/2402.15974v2,['cs.HC']
"Assessing User Apprehensions About Mixed Reality Artifacts and
  Applications: The Mixed Reality Concerns (MRC) Questionnaire","Current research in Mixed Reality (MR) presents a wide range of novel use
cases for blending virtual elements with the real world. This
yet-to-be-ubiquitous technology challenges how users currently work and
interact with digital content. While offering many potential advantages, MR
technologies introduce new security, safety, and privacy challenges. Thus, it
is relevant to understand users' apprehensions towards MR technologies, ranging
from security concerns to social acceptance. To address this challenge, we
present the Mixed Reality Concerns (MRC) Questionnaire, designed to assess
users' concerns towards MR artifacts and applications systematically. The
development followed a structured process considering previous work, expert
interviews, iterative refinements, and confirmatory tests to analytically
validate the questionnaire. The MRC Questionnaire offers a new method of
assessing users' critical opinions to compare and assess novel MR artifacts and
applications regarding security, privacy, social implications, and trust.","['Christopher Katins', 'Paweł W. Woźniak', 'Aodi Chen', 'Ihsan Tumay', 'Luu Viet Trinh Le', 'John Uschold', 'Thomas Kosch']",2024-03-09T09:54:22Z,http://arxiv.org/abs/2403.05855v2,['cs.HC']
"Catalyzing Social Interactions in Mixed Reality using ML Recommendation
  Systems","We create an innovative mixed reality-first social recommendation model,
utilizing features uniquely collected through mixed reality (MR) systems to
promote social interaction, such as gaze recognition, proximity, noise level,
congestion level, and conversational intensity. We further extend these models
to include right-time features to deliver timely notifications. We measure
performance metrics across various models by creating a new intersection of
user features, MR features, and right-time features. We create four model types
trained on different combinations of the feature classes, where we compare the
baseline model trained on the class of user features against the models trained
on MR features, right-time features, and a combination of all of the feature
classes. Due to limitations in data collection and cost, we observe performance
degradation in the right-time, mixed reality, and combination models. Despite
these challenges, we introduce optimizations to improve accuracy across all
models by over 14 percentage points, where the best performing model achieved
24% greater accuracy.","['Sparsh Srivastava', 'Rohan Arora']",2024-04-29T20:19:35Z,http://arxiv.org/abs/2404.19095v1,"['cs.HC', 'cs.IR', 'cs.LG', 'cs.SI']"
"SIGMA: An Open-Source Interactive System for Mixed-Reality Task
  Assistance Research","We introduce an open-source system called SIGMA (short for ""Situated
Interactive Guidance, Monitoring, and Assistance"") as a platform for conducting
research on task-assistive agents in mixed-reality scenarios. The system
leverages the sensing and rendering affordances of a head-mounted mixed-reality
device in conjunction with large language and vision models to guide users step
by step through procedural tasks. We present the system's core capabilities,
discuss its overall design and implementation, and outline directions for
future research enabled by the system. SIGMA is easily extensible and provides
a useful basis for future research at the intersection of mixed reality and AI.
By open-sourcing an end-to-end implementation, we aim to lower the barrier to
entry, accelerate research in this space, and chart a path towards
community-driven end-to-end evaluation of large language, vision, and
multimodal models in the context of real-world interactive applications.","['Dan Bohus', 'Sean Andrist', 'Nick Saw', 'Ann Paradiso', 'Ishani Chakraborty', 'Mahdi Rad']",2024-05-16T21:21:09Z,http://arxiv.org/abs/2405.13035v1,"['cs.HC', 'cs.AI']"
"Haptic-enabled Mixed Reality System for Mixed-initiative Remote Robot
  Control","Robots assist in many areas that are considered unsafe for humans to operate.
For instance, in handling pandemic diseases such as the recent Covid-19
outbreak and other outbreaks like Ebola, robots can assist in reaching areas
dangerous for humans and do simple tasks such as pick up the correct medicine
(among a set of bottles prescribed) and deliver to patients. In such cases, it
might not be good to rely on the fully autonomous operation of robots. Since
many mobile robots are fully functional with low-level tasks such as grabbing
and moving, we consider the mixed-initiative control where the user can guide
the robot remotely to finish such tasks. For this mixed-initiative control, the
user controlling the robot needs to visualize a 3D scene as seen by the robot
and guide it. Mixed reality can virtualize reality and immerse users in the 3D
scene that is reconstructed from the real-world environment. This technique
provides the user more freedom such as choosing viewpoints at view time. In
recent years, benefiting from the high-quality data from Light Detection and
Ranging (LIDAR) and RGBD cameras, mixed reality is widely used to build
networked platforms to improve the performance of robot teleoperations and
robot-human collaboration, and enhanced feedback for mixed-initiative control.
In this paper, we proposed a novel haptic-enabled mixed reality system, that
provides haptic interfaces to interact with the virtualized environments and
give remote guidance for mobile robots towards high-level tasks. The
experimental results show the effectiveness and flexibility of the proposed
haptic enabled mixed reality system.","['Yuan Tian', 'Lianjun Li', 'Andrea Fumagalli', 'Yonas Tadesse', 'Balakrishnan Prabhakaran']",2021-02-06T06:15:15Z,http://arxiv.org/abs/2102.03521v2,['cs.RO']
Solving Poisson's Equation on the Microsoft HoloLens,"We present a mixed reality application (HoloFEM) for the Microsoft HoloLens.
The application lets a user define and solve a physical problem governed by
Poisson's equation with the surrounding real world geometry as input data.
Holograms are used to visualise both the problem and the solution. The finite
element method is used to solve Poisson's equation. Solving and visualising
partial differential equations in mixed reality could have potential usage in
areas such as building planning and safety engineering.","['Anders Logg', 'Carl Lundholm', 'Magne Nordaas']",2017-11-17T13:44:33Z,http://arxiv.org/abs/1711.07790v1,"['cs.GR', 'cs.MS']"
"Opportunities and Limitations of Mixed Reality Holograms in Industrial
  Robotics","This paper introduces two case studies combining the field of industrial
robotics with Mixed Reality (MR). The goal of those case studies is to get a
better understanding of how MR can be useful and what are the limitations. The
first case study describes an approach to visualize the digital twin of a robot
arm. The second case study aims at facilitating the commissioning of industrial
robots. Furthermore, this paper reports the experiences gained by implementing
those two scenarios and discusses the limitations.","['Michael Filipenko', 'Andreas Angerer', 'Alwin Hoffmann', 'Wolfgang Reif']",2020-01-22T17:30:45Z,http://arxiv.org/abs/2001.08166v1,"['cs.RO', 'cs.HC']"
"Exploring Temporal Dependencies in Multimodal Referring Expressions with
  Mixed Reality","In collaborative tasks, people rely both on verbal and non-verbal cues
simultaneously to communicate with each other. For human-robot interaction to
run smoothly and naturally, a robot should be equipped with the ability to
robustly disambiguate referring expressions. In this work, we propose a model
that can disambiguate multimodal fetching requests using modalities such as
head movements, hand gestures, and speech. We analysed the acquired data from
mixed reality experiments and formulated a hypothesis that modelling temporal
dependencies of events in these three modalities increases the model's
predictive power. We evaluated our model on a Bayesian framework to interpret
referring expressions with and without exploiting a temporal prior.","['Elena Sibirtseva', 'Ali Ghadirzadeh', 'Iolanda Leite', 'Mårten Björkman', 'Danica Kragic']",2019-02-04T10:44:50Z,http://arxiv.org/abs/1902.01117v1,"['cs.HC', 'cs.RO']"
"Excuse me! Perception of Abrupt Direction Changes Using Body Cues and
  Paths on Mixed Reality Avatars","We evaluate two methods of signalling abrupt direction changes of a robotic
platform using a Mixed Reality avatar. The ""Body"" method uses gaze, gesture and
torso direction to point to upcoming waypoints. The ""Path"" method visualises
the change in direction using an angled path on the ground. We compare these
two methods using a controlled user study and show that each method has its
strengths depending on the situation. Overall the ""Path"" method was slightly
more accurate in communicating the direction change of the robot but
participants overall preferred the ""Body"" method.","['Nicholas Katzakis', 'Frank Steinicke']",2018-01-16T01:10:54Z,http://arxiv.org/abs/1801.05085v1,"['cs.HC', 'cs.RO']"
"I-nteract: A cyber-physical system for real-time interaction with
  physical and virtual objects using mixed reality technologies for additive
  manufacturing","This paper presents I-nteract, a cyber-physical system that enables real-time
interaction with real and virtual objects in a mixed augmented reality
environment to design 3D models for additive manufacturing. The system has been
developed using mixed reality technologies such as HoloLens, for augmenting
visual feedback, and haptic gloves, for augmenting haptic force feedback. The
efficacy of the system has been demonstrated by generating 3D model using a
novel scanning method to 3D print a customized orthopedic cast for human arm,
by estimating spring rates of compression springs, and by simulating
interaction with a virtual spring using hand.","['Ammar Malik', 'Hugo Lhachemi', 'Robert Shorten']",2020-02-14T22:57:35Z,http://arxiv.org/abs/2002.06280v1,['cs.HC']
Mixed Reality Interaction Techniques,"This chapter gives an overview of interaction techniques for mixed reality
including augmented and virtual reality (AR/VR). Various modalities for input
and output are discussed. Specifically, techniques for tangible and
surface-based interaction, gesture-based, pen-based, gaze-based, keyboard and
mouse-based, as well as haptic interaction are discussed. Furthermore, the
combination of multiple modalities in multisensory and multimodal interaction,
as well as interaction using multiple physical or virtual displays, are
presented. Finally, interaction with intelligent virtual agents is considered.",['Jens Grubert'],2021-03-10T10:47:10Z,http://arxiv.org/abs/2103.05984v1,['cs.HC']
What We Measure in Mixed Reality Experiments,"There are many potential measures that one might use when evaluating
mixed-reality experiences. In this position paper I will argue that there are
various stances to take for evaluation, depending on the framing of the
experience within a larger body of work. I will draw upon various types of work
that my team has been involved with in order to illustrate these different
stances. I will then sketch out some directions for developing more robust
measures that can help the field move forward.",['Anthony Steed'],2021-04-12T11:18:35Z,http://arxiv.org/abs/2104.05356v1,['cs.HC']
Dynamic X-Ray Vision in Mixed Reality,"X-ray vision, a technique that allows users to see through walls and other
obstacles, is a popular technique for Augmented Reality (AR) and Mixed Reality
(MR). In this paper, we demonstrate a dynamic X-ray vision window that is
rendered in real-time based on the user's current position and changes with
movement in the physical environment. Moreover, the location and transparency
of the window are also dynamically rendered based on the user's eye gaze. We
build this X-ray vision window for a current state-of-the-art MR Head-Mounted
Device (HMD) -- HoloLens 2 by integrating several different features: scene
understanding, eye tracking, and clipping primitive.","['Hung-Jui Guo', 'Jonathan Z. Bakdash', 'Laura R. Marusich', 'Balakrishnan Prabhakaran']",2022-09-15T03:32:10Z,http://arxiv.org/abs/2209.07025v1,['cs.HC']
Challenges of movement quality using motion capture in theatre,"We describe1 two case studies of AvatarStaging theatrical mixed reality
framework combining avatars and performers acting in an artistic context. We
outline a qualitative approach toward the condition for stage presence for the
avatars. We describe the motion control solutions we experimented with from the
perspective of building a protocol of avatar direction in a mixed reality
appropriate to live performance.","['Georges Gagneré', 'Andy Lavender', 'Cédric Plessiet', 'Tim White']",2023-03-13T10:37:20Z,http://arxiv.org/abs/2303.06987v1,['cs.GR']
"How Can Mixed Reality Benefit From Physiologically-Adaptive Systems?
  Challenges and Opportunities for Human Factors Applications","Mixed Reality (MR) allows users to interact with digital objects in a
physical environment, but several limitations have hampered widespread
adoption. Physiologically adaptive systems detecting user's states can drive
interaction and address these limitations. Here, we highlight potential
usability and interaction limitations in MR and how physiologically adaptive
systems can benefit MR experiences and applications. We specifically address
potential applications for human factors and operational settings such as
healthcare, education, and entertainment. We further discuss benefits and
applications in light of ethical and privacy concerns. The use of
physiologically adaptive systems in MR has the potential to revolutionize
human-computer interactions and provide users with a more personalized and
engaging experience.","['Francesco Chiossi', 'Sven Mayer']",2023-03-31T11:25:10Z,http://arxiv.org/abs/2303.17978v1,['cs.HC']
"PWR-Align: Leveraging Part-Whole Relationships for Part-wise Rigid Point
  Cloud Registration in Mixed Reality Applications","We present an efficient and robust point cloud registration (PCR) workflow
for part-wise rigid point cloud alignment using the Microsoft HoloLens 2. Point
Cloud Registration (PCR) is an important problem in Augmented and Mixed Reality
use cases, and we present a study for a special class of non-rigid
transformations. Many commonly encountered objects are composed of rigid parts
that move relative to one another about joints resulting in non-rigid
deformation of the whole object such as robots with manipulators, and machines
with hinges. The workflow presented allows us to register the point cloud with
various configurations of the point cloud.","['Manorama Jha', 'Bhaskar Banerjee']",2023-06-11T16:36:31Z,http://arxiv.org/abs/2306.06717v1,"['cs.CV', 'cs.GR']"
"Securing Bystander Privacy in Mixed Reality While Protecting the User
  Experience","The modern Mixed Reality devices that make the Metaverse viable require vast
information about the physical world and can also violate the privacy of
unsuspecting or unwilling bystanders in their vicinity. In this article, we
provide an introduction to the problem, existing solutions, and avenues for
future research.","['Matthew Corbett', 'Brendan David-John', 'Jiacheng Shang', 'Y. Charlie Hu', 'Bo Ji']",2023-07-24T14:44:27Z,http://arxiv.org/abs/2307.12847v2,"['cs.CY', 'cs.CR']"
"RealityDrop: A Multimodal Mixed Reality Framework to Manipulate Virtual
  Content between Cross-system Displays","In this poster, we present RealityDrop, a novel multimodal framework that
uses Mixed Reality (MR) technology to manipulate, display, and transfer virtual
content across different display systems. Employing MR as the centre of
control, RealityDrop affords concise information dissemination among diverse
collaborators, through varied representations that best fit each display
system's unique features using `superhuman' gaze and gesture interactions.
Three multimodal interaction techniques, a customised content interpreter, and
two cross-system interfaces are incorporated for fluent content manipulation
and presentation.","['Jeremy McDade', 'Allison Jing', 'Andrew Cunningham']",2023-10-11T13:03:23Z,http://arxiv.org/abs/2310.07458v1,['cs.HC']
Named Service Networking as a primer for the Metaverse,"Ubiquitous extended reality environments such as the Metaverse will have a
significant impact on the Internet, which will evolve to interconnect a large
number of mixed reality spaces. Currently, Metaverse development is related to
the creation of mixed reality environments, not tackling the required
networking functionalities. This article analyzes suitable networking design
choices to support the Metaverse, proposing a new service-centric networking
approach capable of incorporating low-latency data fetching, distributed
computing, and fusion of heterogeneous data types over the Cloud-to-Thing
continuum.",['Paulo Mendes'],2024-01-17T12:11:42Z,http://arxiv.org/abs/2401.09162v1,['cs.NI']
