title,summary,authors,published,link,category,JAsummary
Pivot calibration concept for sensor attached mobile c-arms,"Medical augmented reality has been actively studied for decades and many methods have been proposed torevolutionize clinical procedures. One example is the camera augmented mobile C-arm (CAMC), which providesa real-time video augmentation onto medical images by rigidly mounting and calibrating a camera to the imagingdevice. Since then, several CAMC variations have been suggested by calibrating 2D/3D cameras, trackers, andmore recently a Microsoft HoloLens to the C-arm. Different calibration methods have been applied to establishthe correspondence between the rigidly attached sensor and the imaging device. A crucial step for these methodsis the acquisition of X-Ray images or 3D reconstruction volumes; therefore, requiring the emission of ionizingradiation. In this work, we analyze the mechanical motion of the device and propose an alternatative methodto calibrate sensors to the C-arm without emitting any radiation. Given a sensor is rigidly attached to thedevice, we introduce an extended pivot calibration concept to compute the fixed translation from the sensor tothe C-arm rotation center. The fixed relationship between the sensor and rotation center can be formulated as apivot calibration problem with the pivot point moving on a locus. Our method exploits the rigid C-arm motiondescribing a Torus surface to solve this calibration problem. We explain the geometry of the C-arm motion andits relation to the attached sensor, propose a calibration algorithm and show its robustness against noise, as wellas trajectory and observed pose density by computer simulations. We discuss this geometric-based formulationand its potential extensions to different C-arm applications.","['Sing Chun Lee', 'Matthias Seibold', 'Philipp Fürnstahl', 'Mazda Farshad', 'Nassir Navab']",2020-01-09T15:57:14Z,http://arxiv.org/abs/2001.03075v1,['cs.RO'],医療用拡張現実は数十年前から盛んに研究されており、臨床手技を革新するために多くの方法が提案されている。その一例として、CAMC(Camera Augmented Mobile C-arm)がある。CAMCは、撮像装置にカメラを固定し、較正することによって、医用画像にリアルタイムの映像拡張を提供する。それ以来、2D/3Dカメラ、トラッカー、最近ではMicrosoft HoloLensをCアームに較正することで、いくつかのCAMCのバリエーションが提案されている。硬く取り付けられたセンサーと撮像デバイスの対応関係を確立するために、さまざまな較正方法が適用されてきました。これらの方法にとって重要なステップは、X線画像または3D再構成ボリュームの取得であるため、電離放射線の放出が必要となる。本研究では、装置の機械的な動きを解析し、放射線を放出することなくセンサをCアームに較正する代替方法を提案する。センサが装置に固定的に取り付けられている場合、センサからCアーム回転中心への固定移動量を計算するために、拡張ピボット校正コンセプトを導入する。センサと回転中心の固定関係は、ピボット点が軌跡上を移動するピボット校正問題として定式化できる。本手法では、このキャリブレーション問題を解くために、トーラス面を記述する剛体Cアームモーションを利用する。本論文では、Cアームモーションの幾何学的形状と、取り付けられたセンサーとの関係を説明し、キャリブレーションアルゴリズムを提案し、そのノイズに対する頑健性、軌跡と観測ポーズ密度を計算機シミュレーションにより示す。この幾何学に基づいた定式化と、様々なCアームアプリケーションへの拡張の可能性について議論する。
"Mask-off: Synthesizing Face Images in the Presence of Head-mounted
  Displays","A head-mounted display (HMD) could be an important component of augmented reality system. However, as the upper face region is seriously occluded by the device, the user experience could be affected in applications such as telecommunication and multi-player video games. In this paper, we first present a novel experimental setup that consists of two near-infrared (NIR) cameras to point to the eye regions and one visible-light RGB camera to capture the visible face region. The main purpose of this paper is to synthesize realistic face images without occlusions based on the images captured by these cameras. To this end, we propose a novel synthesis framework that contains four modules: 3D head reconstruction, face alignment and tracking, face synthesis, and eye synthesis. In face synthesis, we propose a novel algorithm that can robustly align and track a personalized 3D head model given a face that is severely occluded by the HMD. In eye synthesis, in order to generate accurate eye movements and dynamic wrinkle variations around eye regions, we propose another novel algorithm to colorize the NIR eye images and further remove the ""red eye"" effects caused by the colorization. Results show that both hardware setup and system framework are robust to synthesize realistic face images in video sequences.","['Yajie Zhao', 'Qingguo Xu', 'Xinyu Huang', 'Ruigang Yang']",2016-10-26T19:41:37Z,http://arxiv.org/abs/1610.08481v2,['cs.CV'],ヘッドマウントディスプレイ（HMD）は、拡張現実感システムの重要な構成要素となり得る。しかし、顔の上方領域がHMDによって著しく遮蔽されるため、通信や多人数参加型ビデオゲームなどのアプリケーションにおいて、ユーザ体験に影響を与える可能性がある。本論文では、まず、目領域を撮影するための2台の近赤外線（NIR）カメラと、顔の可視領域を撮影するための1台の可視光RGBカメラから構成される、新しい実験セットアップを紹介する。本論文の主な目的は、これらのカメラで撮影された画像に基づいて、オクルージョンのないリアルな顔画像を合成することである。この目的のために、我々は4つのモジュールを含む新しい合成フレームワークを提案する：すなわち、3次元頭部再構成、顔の位置合わせと追跡、顔合成、および目合成である。顔合成では、HMDによってひどく隠蔽された顔が与えられたときに、パーソナライズされた3D頭部モデルを頑健に位置合わせして追跡できる新しいアルゴリズムを提案する。眼球合成では、正確な眼球運動と眼球領域周辺の動的なしわの変化を生成するために、NIR眼球画像をカラー化し、さらにカラー化による「赤目」効果を除去する別の新しいアルゴリズムを提案する。結果は、ハードウェアセットアップとシステムフレームワークの両方が、ビデオシーケンス内のリアルな顔画像を合成するのに頑健であることを示している。
"HDM-Net: Monocular Non-Rigid 3D Reconstruction with Learned Deformation
  Model","Monocular dense 3D reconstruction of deformable objects is a hard ill-posed problem in computer vision. Current techniques either require dense correspondences and rely on motion and deformation cues, or assume a highly accurate reconstruction (referred to as a template) of at least a single frame given in advance and operate in the manner of non-rigid tracking. Accurate computation of dense point tracks often requires multiple frames and might be computationally expensive. Availability of a template is a very strong prior which restricts system operation to a pre-defined environment and scenarios. In this work, we propose a new hybrid approach for monocular non-rigid reconstruction which we call Hybrid Deformation Model Network (HDM-Net). In our approach, deformation model is learned by a deep neural network, with a combination of domain-specific loss functions. We train the network with multiple states of a non-rigidly deforming structure with a known shape at rest. HDM-Net learns different reconstruction cues including texture-dependent surface deformations, shading and contours. We show generalisability of HDM-Net to states not presented in the training dataset, with unseen textures and under new illumination conditions. Experiments with noisy data and a comparison with other methods demonstrate robustness and accuracy of the proposed approach and suggest possible application scenarios of the new technique in interventional diagnostics and augmented reality.","['Vladislav Golyanik', 'Soshi Shimada', 'Kiran Varanasi', 'Didier Stricker']",2018-03-27T17:31:47Z,http://arxiv.org/abs/1803.10193v2,['cs.CV'],変形可能な物体の単眼的な高密度3D再構成は、コンピュータビジョンにおける難しい非解決問題である。現在の技術では、密な対応関係を必要とし、動きと変形の手がかりに依存するか、少なくとも1フレームの高精度な再構成（テンプレートと呼ばれる）をあらかじめ想定し、非剛体追跡の方法で動作する。高密度の点トラックの正確な計算には複数のフレームが必要な場合が多く、計算コストがかかる可能性があります。テンプレートが利用可能であることは、システムの動作を事前に定義された環境やシナリオに制限する非常に強い事前条件である。本研究では、ハイブリッド変形モデルネットワーク（HDM-Net）と呼ぶ、単眼非剛体再構成のための新しいハイブリッドアプローチを提案する。我々のアプローチでは、変形モデルはディープニューラルネットワークによって学習され、ドメイン固有の損失関数を組み合わせる。静止状態で形状が既知の非剛体変形構造の複数の状態でネットワークを学習する。HDM-Netは、テクスチャ依存の表面変形、陰影、輪郭を含む様々な再構成キューを学習する。我々は、HDM-Netが、訓練データセットに提示されていない状態、未知のテクスチャ、新しい照明条件下での状態に対する一般性を示す。ノイズの多いデータを用いた実験と他の手法との比較により、提案手法の頑健性と精度を実証し、介入診断や拡張現実における新しい手法の応用シナリオの可能性を示唆する。
Content Generation for Workforce Training,"Efficient workforce training is needed in today's world in which technology is continually changing the nature of work. Students need to be prepared to enter the workforce. Employees need to become lifelong learners to stay up-to-date in their work and to adapt when job functions are eliminated. The training needs are across all industries - including manufacturing, construction, and healthcare. Computing systems, in particular Virtual/Augmented Reality systems, have been adopted in many training application and show even more promise in the future. However, there are fundamental limitations in today's systems that limit the domains where computing systems can be applied and the extent to which they can be deployed. These limitations need to be addressed by new computing research. In particular research is needed at multiple levels:   - Application Data Collection Level Requiring High Security and Privacy Protections   - Training Material Authoring Level   - Software Systems Level   - Hardware Level   To accomplish these research goals, a training community needs to be established to do research in end-to-end training systems and to create a community of learning and domain experts available for consulting for in depth computing research on individual system components.","['Holly Rushmeier', 'Kapil Chalil Madathil', 'Jessica Hodgins', 'Beth Mynatt', 'Tony Derose', 'Blair Macintyre', 'other workshop participants']",2019-12-11T20:25:40Z,http://arxiv.org/abs/1912.05606v1,['cs.CY'],テクノロジーが絶えず仕事の性質を変化させている現代社会では、効率的な労働力訓練が必要とされている。学生は社会人になるための準備が必要である。また、従業員は、常に最新の技術を身につけ、職務が廃止された場合でも適応できるよう、生涯学習者になる必要がある。トレーニングのニーズは、製造業、建設業、医療など、あらゆる業界に及んでいる。コンピューティング・システム、特にヴァーチャル・リアリティ／オーグメンテッド・リアリティ・システムは、多くのトレーニング・アプリケーションに採用されており、今後さらに期待されている。しかし、現在のシステムには根本的な限界があり、コンピューティング・システムを適用できる領域や展開できる範囲が限られています。これらの限界は、新しいコンピューティング研究によって解決される必要がある。特に、次のような複数のレベルでの研究が必要である。 - 高度なセキュリティとプライバシー保護を必要とするアプリケーションデータ収集レベル - トレーニング教材オーサリングレベル - ソフトウェアシステムレベル - ハードウェアレベル これらの研究目標を達成するためには、エンドツーエンドのトレーニングシステムの研究を行うトレーニングコミュニティを確立し、個々のシステムコンポーネントに関する詳細なコンピューティング研究のためのコンサルティングを受けることができる学習およびドメインエキスパートのコミュニティを形成する必要がある。
"A Vision-based Scheme for Kinematic Model Construction of
  Re-configurable Modular Robots","Re-configurable modular robotic (RMR) systems are advantageous for their reconfigurability and versatility. A new modular robot can be built for a specific task by using modules as building blocks. However, constructing a kinematic model for a newly conceived robot requires significant work. Due to the finite size of module-types, models of all module-types can be built individually and stored in a database beforehand. With this priori knowledge, the model construction process can be automated by detecting the modules and their corresponding interconnections. Previous literature proposed theoretical frameworks for constructing kinematic models of modular robots, assuming that such information was known a priori. While well-devised mechanisms and built-in sensors can be employed to detect these parameters automatically, they significantly complicate the module design and thus are expensive. In this paper, we propose a vision-based method to identify kinematic chains and automatically construct robot models for modular robots. Each module is affixed with augmented reality (AR) tags that are encoded with unique IDs. An image of a modular robot is taken and the detected modules are recognized by querying a database that maintains all module information. The poses of detected modules are used to compute: (i) the connection between modules and (ii) joint angles of joint-modules. Finally, the robot serial-link chain is identified and the kinematic model constructed and visualized. Our experimental results validate the effectiveness of our approach. While implementation with only our RMR is shown, our method can be applied to other RMRs where self-identification is not possible.","['Kewei Lin', 'Juan Rojas', 'Yisheng Guan']",2017-03-11T10:13:25Z,http://arxiv.org/abs/1703.03941v1,['cs.RO'],再構成可能なモジュール型ロボット（RMR）システムは、その再構成可能性と汎用性において有利である。モジュールをビルディングブロックとして使用することで、特定のタスクのために新しいモジュラーロボットを構築することができる。しかし、新しく考案されたロボットの運動学モデルを構築するには多大な労力を要する。モジュールタイプのサイズは有限であるため、すべてのモジュールタイプのモデルを個別に構築し、あらかじめデータベースに保存しておくことができる。この事前知識があれば、モジュールとそれに対応する相互接続を検出することにより、モデル構築プロセスを自動化することができる。これまでの文献では、モジュール型ロボットの運動学モデルを構築するための理論的フレームワークが提案されているが、このような情報は事前に知られていることが前提となっている。これらのパラメータを自動的に検出するために、よく考案された機構や内蔵センサを採用することができるが、それらはモジュール設計を著しく複雑にするため、コストがかかる。本論文では、モジュールロボットのキネマティックチェーンを特定し、ロボットモデルを自動的に構築する視覚ベースの手法を提案する。各モジュールには、固有のIDがエンコードされた拡張現実（AR）タグが貼付されている。モジュールロボットの画像を撮影し、すべてのモジュール情報を保持するデータベースに問い合わせることで、検出されたモジュールを認識する。検出されたモジュールのポーズは、(i)モジュール間の接続、(ii)関節モジュールの関節角度を計算するために使用される。最後に、ロボットの直列リンクチェーンが特定され、運動学モデルが構築され可視化される。我々の実験結果は、本アプローチの有効性を検証している。我々のRMRのみでの実装を示すが、我々の手法は自己識別が不可能な他のRMRにも適用可能である。
"SharpNet: Fast and Accurate Recovery of Occluding Contours in Monocular
  Depth Estimation","We introduce SharpNet, a method that predicts an accurate depth map for an input color image, with a particular attention to the reconstruction of occluding contours: Occluding contours are an important cue for object recognition, and for realistic integration of virtual objects in Augmented Reality, but they are also notoriously difficult to reconstruct accurately. For example, they are a challenge for stereo-based reconstruction methods, as points around an occluding contour are visible in only one image. Inspired by recent methods that introduce normal estimation to improve depth prediction, we introduce a novel term that constrains depth and occluding contours predictions. Since ground truth depth is difficult to obtain with pixel-perfect accuracy along occluding contours, we use synthetic images for training, followed by fine-tuning on real data. We demonstrate our approach on the challenging NYUv2-Depth dataset, and show that our method outperforms the state-of-the-art along occluding contours, while performing on par with the best recent methods for the rest of the images. Its accuracy along the occluding contours is actually better than the `ground truth' acquired by a depth camera based on structured light. We show this by introducing a new benchmark based on NYUv2-Depth for evaluating occluding contours in monocular reconstruction, which is our second contribution.","['Michaël Ramamonjisoa', 'Vincent Lepetit']",2019-05-21T13:08:52Z,http://arxiv.org/abs/1905.08598v3,['cs.CV'],我々は、入力カラー画像に対して正確な深度マップを予測する手法であるSharpNetを、特にオクルージョン輪郭の再構成に注目して紹介する：オクルージングの輪郭は、物体認識や、拡張現実における仮想物体の現実的な統合のための重要な手がかりであるが、正確に再構成することが難しいことでも知られている。例えば、ステレオベースの再構成法では、オクルージングの輪郭の周りの点は1つの画像でしか見えないため、オクルージングの輪郭は課題となる。奥行き予測を改善するために法線推定を導入する最近の手法に触発されて、我々は奥行きとオクルージングの輪郭予測を制約する新しい項を導入する。オクルージングの輪郭に沿った深度をピクセルパーフェクトな精度で得ることは困難であるため、学習に合成画像を用い、その後実データで微調整を行う。難易度の高いNYUv2-Depthデータセットで我々のアプローチを実証し、我々の手法がオクルージングの輪郭では最先端技術を凌駕する一方、それ以外の画像では最近の最良の手法と同等の性能を持つことを示す。オクルージングの輪郭に沿った精度は、構造化光に基づく深度カメラによって取得された「ground truth」よりも実際に優れている。我々は、単眼再構成におけるオクルージングの輪郭を評価するためのNYUv2-Depthに基づく新しいベンチマークを導入することにより、このことを示す。
"Efficient 3D Reconstruction and Streaming for Group-Scale Multi-Client
  Live Telepresence","Sharing live telepresence experiences for teleconferencing or remote collaboration receives increasing interest with the recent progress in capturing and AR/VR technology. Whereas impressive telepresence systems have been proposed on top of on-the-fly scene capture, data transmission and visualization, these systems are restricted to the immersion of single or up to a low number of users into the respective scenarios. In this paper, we direct our attention on immersing significantly larger groups of people into live-captured scenes as required in education, entertainment or collaboration scenarios. For this purpose, rather than abandoning previous approaches, we present a range of optimizations of the involved reconstruction and streaming components that allow the immersion of a group of more than 24 users within the same scene - which is about a factor of 6 higher than in previous work - without introducing further latency or changing the involved consumer hardware setup. We demonstrate that our optimized system is capable of generating high-quality scene reconstructions as well as providing an immersive viewing experience to a large group of people within these live-captured scenes.","['Patrick Stotko', 'Stefan Krumpen', 'Michael Weinmann', 'Reinhard Klein']",2019-08-08T15:27:10Z,http://arxiv.org/abs/1908.03118v2,"['cs.HC', 'cs.GR']",遠隔会議や遠隔コラボレーションのためのライブテレプレゼンス体験の共有は、最近のキャプチャ技術やAR/VR技術の進歩に伴い、関心が高まっている。印象的なテレプレゼンスシステムは、オンザフライのシーンキャプチャ、データ伝送、および視覚化の上に提案されているが、これらのシステムは、それぞれのシナリオに1人または最大少数のユーザーの没入に制限されている。本論文では、教育、エンターテイメント、またはコラボレーション・シナリオで必要とされる、ライブ・キャプチャされたシーンに、より多くの人々を没入させることに注目する。この目的のために、これまでのアプローチを放棄するのではなく、再構成とストリーミングのコンポーネントを最適化することで、遅延を発生させることなく、コンシューマ向けハードウェアのセットアップを変更することなく、同じシーンに24人以上のユーザーを没入させることを可能にします。我々は、我々の最適化されたシステムが、高品質のシーン再構築を生成し、これらのライブキャプチャされたシーン内で大人数に没入型視聴体験を提供できることを実証する。
HumanMeshNet: Polygonal Mesh Recovery of Humans,"3D Human Body Reconstruction from a monocular image is an important problem in computer vision with applications in virtual and augmented reality platforms, animation industry, en-commerce domain, etc. While several of the existing works formulate it as a volumetric or parametric learning with complex and indirect reliance on re-projections of the mesh, we would like to focus on implicitly learning the mesh representation. To that end, we propose a novel model, HumanMeshNet, that regresses a template mesh's vertices, as well as receives a regularization by the 3D skeletal locations in a multi-branch, multi-task setup. The image to mesh vertex regression is further regularized by the neighborhood constraint imposed by mesh topology ensuring smooth surface reconstruction. The proposed paradigm can theoretically learn local surface deformations induced by body shape variations and can therefore learn high-resolution meshes going ahead. We show comparable performance with SoA (in terms of surface and joint error) with far lesser computational complexity, modeling cost and therefore real-time reconstructions on three publicly available datasets. We also show the generalizability of the proposed paradigm for a similar task of predicting hand mesh models. Given these initial results, we would like to exploit the mesh topology in an explicit manner going ahead.","['Abbhinav Venkat', 'Chaitanya Patel', 'Yudhik Agrawal', 'Avinash Sharma']",2019-08-19T00:27:24Z,http://arxiv.org/abs/1908.06544v1,['cs.CV'],単眼画像からの3D人体再構成は、コンピュータビジョンにおける重要な問題であり、仮想現実や拡張現実プラットフォーム、アニメーション産業、電子商取引領域などに応用されている。既存のいくつかの研究では、メッシュの再投影に複雑かつ間接的に依存するボリューム学習やパラメトリック学習として定式化されているが、我々はメッシュ表現を暗黙的に学習することに焦点を当てたい。この目的のために、我々は新しいモデル、HumanMeshNetを提案する。このモデルは、テンプレートメッシュの頂点を回帰し、3D骨格位置による正則化を、マルチブランチ・マルチタスクセットアップで受ける。画像からメッシュ頂点への回帰は、滑らかな表面再構成を保証するメッシュトポロジーによって課される近傍制約によってさらに正則化される。提案されたパラダイムは、理論的には、体型の変化によって引き起こされる局所的な表面変形を学習することができ、したがって、高解像度のメッシュを先に学習することができる。我々は、SoAと同等の性能（表面誤差と関節誤差の観点から）を示し、計算複雑度、モデリングコストが遥かに小さく、その結果、3つの一般に利用可能なデータセットにおいてリアルタイム再構成が可能であることを示す。また、手のメッシュモデルを予測する同様のタスクに対して、提案されたパラダイムの一般性を示す。これらの初期結果を踏まえ、我々は今後、メッシュトポロジーを明示的な方法で利用したいと考えている。
"DeProCams: Simultaneous Relighting, Compensation and Shape
  Reconstruction for Projector-Camera Systems","Image-based relighting, projector compensation and depth/normal reconstruction are three important tasks of projector-camera systems (ProCams) and spatial augmented reality (SAR). Although they share a similar pipeline of finding projector-camera image mappings, in tradition, they are addressed independently, sometimes with different prerequisites, devices and sampling images. In practice, this may be cumbersome for SAR applications to address them one-by-one. In this paper, we propose a novel end-to-end trainable model named DeProCams to explicitly learn the photometric and geometric mappings of ProCams, and once trained, DeProCams can be applied simultaneously to the three tasks. DeProCams explicitly decomposes the projector-camera image mappings into three subprocesses: shading attributes estimation, rough direct light estimation and photorealistic neural rendering. A particular challenge addressed by DeProCams is occlusion, for which we exploit epipolar constraint and propose a novel differentiable projector direct light mask. Thus, it can be learned end-to-end along with the other modules. Afterwards, to improve convergence, we apply photometric and geometric constraints such that the intermediate results are plausible. In our experiments, DeProCams shows clear advantages over previous arts with promising quality and meanwhile being fully differentiable. Moreover, by solving the three tasks in a unified model, DeProCams waives the need for additional optical devices, radiometric calibrations and structured light.","['Bingyao Huang', 'Haibin Ling']",2020-03-06T05:49:16Z,http://arxiv.org/abs/2003.03040v2,"['cs.CV', 'cs.GR']",画像ベースのリライティング、プロジェクター補正、奥行き/法線再構成は、プロジェクターカメラシステム（ProCams）と空間拡張現実感（SAR）の3つの重要なタスクです。これらは、プロジェクターとカメラの画像マッピングを求めるという類似のパイプラインを共有していますが、伝統的には、前提条件、デバイス、サンプリング画像が異なることもあり、独立して対処されています。実際には、SARアプリケーションにとって、これらを1つ1つ扱うのは面倒なことかもしれません。本論文では、ProCamsの測光マッピングと幾何学マッピングを明示的に学習するDeProCamsという新しいエンドツーエンドの学習可能なモデルを提案する。DeProCamsは、プロジェクターとカメラの画像マッピングを、シェーディング属性推定、大まかな直接光推定、フォトリアリスティック・ニューラル・レンダリングの3つのサブプロセスに明示的に分解する。DeProCamsが特に取り組む課題はオクルージョンであり、エピポーラ制約を利用し、新しい微分可能なプロジェクター直接光マスクを提案する。したがって、このマスクは他のモジュールとともにエンドツーエンドで学習することができる。その後、収束性を向上させるために、中間結果が妥当となるような測光的・幾何学的制約を適用する。我々の実験では、DeProCamsは、従来の技術に対して明確な優位性を示し、有望な品質を持ち、一方で完全に微分可能である。さらに、統一されたモデルで3つのタスクを解決することにより、DeProCamsは追加の光学装置、ラジオメトリック校正、構造化光の必要性を放棄します。
"An Edge Computing-based Photo Crowdsourcing Framework for Real-time 3D
  Reconstruction","Image-based three-dimensional (3D) reconstruction utilizes a set of photos to build 3D model and can be widely used in many emerging applications such as augmented reality (AR) and disaster recovery. Most of existing 3D reconstruction methods require a mobile user to walk around the target area and reconstruct objectives with a hand-held camera, which is inefficient and time-consuming. To meet the requirements of delay intensive and resource hungry applications in 5G, we propose an edge computing-based photo crowdsourcing (EC-PCS) framework in this paper. The main objective is to collect a set of representative photos from ubiquitous mobile and Internet of Things (IoT) devices at the network edge for real-time 3D model reconstruction, with network resource and monetary cost considerations. Specifically, we first propose a photo pricing mechanism by jointly considering their freshness, resolution and data size. Then, we design a novel photo selection scheme to dynamically select a set of photos with the required target coverage and the minimum monetary cost. We prove the NP-hardness of such problem, and develop an efficient greedy-based approximation algorithm to obtain a near-optimal solution. Moreover, an optimal network resource allocation scheme is presented, in order to minimize the maximum uploading delay of the selected photos to the edge server. Finally, a 3D reconstruction algorithm and a 3D model caching scheme are performed by the edge server in real time. Extensive experimental results based on real-world datasets demonstrate the superior performance of our EC-PCS system over the existing mechanisms.","['Shuai Yu', 'Xu Chen', 'Shuai Wang', 'Lingjun Pu', 'Di Wu']",2020-07-03T09:16:07Z,http://arxiv.org/abs/2007.01562v1,"['cs.NI', 'cs.DC', 'eess.SP']",画像ベースの3次元（3D）再構築は、3Dモデルを構築するために写真のセットを利用し、拡張現実（AR）や災害復旧などの多くの新しいアプリケーションで広く使用することができます。既存の3D再構築手法のほとんどは、モバイルユーザーが対象エリアを歩き回り、手持ちカメラで目標を再構築する必要があり、非効率的で時間がかかる。遅延が多く、リソースを消費する5Gアプリケーションの要件を満たすために、本論文ではエッジコンピューティングベースのフォトクラウドソーシング（EC-PCS）フレームワークを提案する。主な目的は、ネットワークエッジでユビキタスモバイルデバイスやモノのインターネット（IoT）デバイスから代表的な写真のセットを収集し、ネットワークリソースと金銭的コストを考慮したリアルタイムの3Dモデル再構築を行うことである。具体的には、まず、写真の鮮度、解像度、データサイズを考慮した価格設定メカニズムを提案する。次に、必要なターゲットカバレッジと最小の金銭的コストを持つ写真セットを動的に選択する新しい写真選択スキームを設計する。このような問題のNP困難性を証明し、効率的な貪欲ベースの近似アルゴリズムを開発し、最適解に近い解を得る。さらに、選択された写真のエッジサーバーへの最大アップロード遅延を最小化するために、最適なネットワークリソース割り当てスキームを示す。最後に、3D再構成アルゴリズムと3Dモデルキャッシングスキームがエッジサーバーによってリアルタイムで実行される。実世界のデータセットに基づく広範な実験結果は、既存のメカニズムに対する我々のEC-PCSシステムの優れた性能を実証している。
HoliCity: A City-Scale Data Platform for Learning Holistic 3D Structures,"We present HoliCity, a city-scale 3D dataset with rich structural information. Currently, this dataset has 6,300 real-world panoramas of resolution $13312 \times 6656$ that are accurately aligned with the CAD model of downtown London with an area of more than 20 km$^2$, in which the median reprojection error of the alignment of an average image is less than half a degree. This dataset aims to be an all-in-one data platform for research of learning abstracted high-level holistic 3D structures that can be derived from city CAD models, e.g., corners, lines, wireframes, planes, and cuboids, with the ultimate goal of supporting real-world applications including city-scale reconstruction, localization, mapping, and augmented reality. The accurate alignment of the 3D CAD models and panoramas also benefits low-level 3D vision tasks such as surface normal estimation, as the surface normal extracted from previous LiDAR-based datasets is often noisy. We conduct experiments to demonstrate the applications of HoliCity, such as predicting surface segmentation, normal maps, depth maps, and vanishing points, as well as test the generalizability of methods trained on HoliCity and other related datasets. HoliCity is available at https://holicity.io.","['Yichao Zhou', 'Jingwei Huang', 'Xili Dai', 'Shichen Liu', 'Linjie Luo', 'Zhili Chen', 'Yi Ma']",2020-08-07T17:34:47Z,http://arxiv.org/abs/2008.03286v2,['cs.CV'],我々は、豊富な構造情報を持つ都市スケールの3DデータセットHoliCityを紹介する。このデータセットは、20km$^2$以上の面積を持つロンドン市街地のCADモデルと正確に位置合わせされた解像度$13312 ㎤ 6656$の実世界パノラマ画像6300枚を有しており、平均画像の位置合わせの再投影誤差の中央値は半度以下である。このデータセットは、都市CADモデルから得られる抽象化された高レベルの全体的な3D構造（例えば、角、線、ワイヤーフレーム、平面、立方体）を学習する研究のためのオールインワンデータプラットフォームとなることを目指しており、最終的な目標は、都市スケールの再構築、ローカリゼーション、マッピング、拡張現実感などの実世界アプリケーションをサポートすることである。3次元CADモデルとパノラマの正確な位置合わせは、従来のLiDARベースのデータセットから抽出された表面法線はノイズが多いため、表面法線推定のような低レベルの3Dビジョンタスクにも有益である。我々は、HoliCityの応用として、表面分割、法線マップ、深度マップ、消失点の予測などを実証する実験を行うとともに、HoliCityや他の関連データセットで学習した手法の一般化可能性を検証する。HoliCityはhttps://holicity.io。
Attention-based 3D Object Reconstruction from a Single Image,"Recently, learning-based approaches for 3D reconstruction from 2D images have gained popularity due to its modern applications, e.g., 3D printers, autonomous robots, self-driving cars, virtual reality, and augmented reality. The computer vision community has applied a great effort in developing functions to reconstruct the full 3D geometry of objects and scenes. However, to extract image features, they rely on convolutional neural networks, which are ineffective in capturing long-range dependencies. In this paper, we propose to substantially improve Occupancy Networks, a state-of-the-art method for 3D object reconstruction. For such we apply the concept of self-attention within the network's encoder in order to leverage complementary input features rather than those based on local regions, helping the encoder to extract global information. With our approach, we were capable of improving the original work in 5.05% of mesh IoU, 0.83% of Normal Consistency, and more than 10X the Chamfer-L1 distance. We also perform a qualitative study that shows that our approach was able to generate much more consistent meshes, confirming its increased generalization power over the current state-of-the-art.","['Andrey Salvi', 'Nathan Gavenski', 'Eduardo Pooch', 'Felipe Tasoniero', 'Rodrigo Barros']",2020-08-11T14:51:18Z,http://arxiv.org/abs/2008.04738v1,['cs.CV'],近年、2D画像からの3D再構成のための学習ベースのアプローチが、3Dプリンタ、自律型ロボット、自動運転車、仮想現実、拡張現実などの現代的なアプリケーションのために人気を博している。コンピュータビジョンのコミュニティは、物体やシーンの完全な3D形状を再構成する関数の開発に多大な努力を払ってきた。しかし、画像の特徴を抽出するためには、畳み込みニューラルネットワークに頼っており、これは長距離依存関係を捉えるのに有効ではない。本論文では、3D物体再構成のための最先端手法であるオキュパンシーネットワークを大幅に改善することを提案する。そのために、我々はネットワークのエンコーダ内に自己注意の概念を適用し、局所領域に基づく特徴ではなく、補完的な入力特徴を活用することで、エンコーダがグローバルな情報を抽出できるようにする。我々のアプローチにより、メッシュIoUの5.05%、ノーマルコンシステンシの0.83%、Chamfer-L1距離の10倍以上で、オリジナル作品を改善することができた。また、我々のアプローチがより一貫性のあるメッシュを生成できたことを示す定性的な調査も行い、現在の最先端技術よりも汎化能力が向上していることを確認した。
